,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
3,94935,2019/2020,Burnley,EPL,32,2880,1,,7,0,0.5,71.4,6.88,1.3,,0.8,0.5,5,0.4,6.88,0.3,0.2,0.7,0.1,0.1,0.4,39.3,0,3.2,Ben Mee,,Brentford,16,180cm,21-09-1989,England,"Defender (Centre, Left)",6.33,6.53,6.11,6.6,7.77,7,6.84,6.34,7.61,7.59
4,94935,2018/2019,Burnley,EPL,38,3420,0,,9,0,0.6,74.9,6.86,1.4,,0.7,0.5,6.1,0.2,6.86,0.2,0.2,0.5,0,0.1,0.4,39.5,0.1,4.7,Ben Mee,,Brentford,16,180cm,21-09-1989,England,"Defender (Centre, Left)",6.33,6.53,6.11,6.6,7.77,7,6.84,6.34,7.61,7.59
5,94935,2017/2018,Burnley,EPL,29,2610,0,,5,0,0.9,76.4,7.12,1.1,,0.5,0.3,7.2,0.4,7.12,0.2,0.1,1,0.1,0.1,0.3,36.9,0,3.9,Ben Mee,,Brentford,16,180cm,21-09-1989,England,"Defender (Centre, Left)",6.33,6.53,6.11,6.6,7.77,7,6.84,6.34,7.61,7.59
6,94935,2016/2017,Burnley,EPL,34,3016,1,,5,0,0.5,73.3,7.14,1.4,,0.7,0.4,8.8,0.5,7.14,0.2,0,0.8,0,0.1,0.2,33.6,0,4.1,Ben Mee,,Brentford,16,180cm,21-09-1989,England,"Defender (Centre, Left)",6.33,6.53,6.11,6.6,7.77,7,6.84,6.34,7.61,7.59
7,94935,2014/2015,Burnley,EPL,32(1),2888,2,,10,0,0.6,66.5,7.09,1.9,,0.8,0.1,5.6,0.9,7.09,0.5,0.5,0.9,0,0.5,0.6,33.7,0.2,3,Ben Mee,,Brentford,16,180cm,21-09-1989,England,"Defender (Centre, Left)",6.33,6.53,6.11,6.6,7.77,7,6.84,6.34,7.61,7.59
0,276366,2022/2023,Brentford,EPL,37,3330,0,,1,0,0,60.7,6.97,0,,0,0,0.5,0.1,6.97,0.1,0,0.2,0,0,0,38.8,0,10.7,David Raya,,Brentford,1,183cm,15-09-1995,Spain,Goalkeeper,7.88,6.44,5.85,7.54,6.09,7.44,6.23,6.49,7.4,7.65
1,276366,2021/2022,Brentford,EPL,24,2160,0,,1,0,0,64.5,6.80,0,,0,0,0.7,0,6.80,0,0,0.1,0,0,0.1,40,0,10.8,David Raya,,Brentford,1,183cm,15-09-1995,Spain,Goalkeeper,7.88,6.44,5.85,7.54,6.09,7.44,6.23,6.49,7.4,7.65
0,101856,2022/2023,Brentford,EPL,21(1),1771,1,,6,0,0.9,76.3,6.90,2.4,,1.6,0,1.8,1.4,6.90,0.5,0.4,0.9,0,0.5,0.6,36,0.1,1.4,Christian Nørgaard,,Brentford,6,187cm,10-03-1994,Denmark,"Defender (Centre), Defensive Midfielder (C)",6.29,7.48,7.11,6.78,6.73,6.83,6.03,6.52,6.96,6.5
1,101856,2021/2022,Brentford,EPL,35,3059,3,,8,0,0.8,79.9,7.00,3.1,,1.6,0.1,1.6,1.4,7.00,0.8,0.5,0.9,0,0.7,0.7,47.6,0.1,2.1,Christian Nørgaard,,Brentford,6,187cm,10-03-1994,Denmark,"Defender (Centre), Defensive Midfielder (C)",6.29,7.48,7.11,6.78,6.73,6.83,6.03,6.52,6.96,6.5
0,339674,2022/2023,Brentford,EPL,37,2830,5,,5,0,0.6,75.7,6.81,1.9,,0.9,0,0.6,1.7,6.81,1.3,0.6,0.7,0,0.9,1.5,32.9,1.4,3,Mathias Jensen,,Brentford,8,180cm,01-01-1996,Denmark,Midfielder (Centre),7.42,6.48,7.22,6.04,6.96,6.55,6.16,6.83,7.33,6.22
1,339674,2021/2022,Brentford,EPL,19(12),1602,0,,0,0,0.6,76.2,6.42,1.1,,0.6,0,0.4,1.3,6.42,1.1,0.5,0.2,0.1,0.5,0.8,22.8,1,2.2,Mathias Jensen,,Brentford,8,180cm,01-01-1996,Denmark,Midfielder (Centre),7.42,6.48,7.22,6.04,6.96,6.55,6.16,6.83,7.33,6.22
0,298689,2022/2023,Brentford,EPL,23(11),2122,3,,2,0,0.3,80.6,6.64,1.6,,0.6,0.1,0.7,0.7,6.64,0.4,0.3,0.6,0.1,0.3,0.5,27.9,0.2,2,Vitaly Janelt,,Brentford,27,184cm,10-05-1998,Germany,Defensive Midfielder (C),6.26,6.52,6.01,6.1,6.31,7.52,6.52,6.13,7.02,6.53
1,298689,2021/2022,Brentford,EPL,27(4),2309,4,,3,0,1,77.9,6.73,2,,0.8,0,1,0.8,6.73,0.7,0.4,0.8,0.1,0.4,1.1,30.6,0.2,1.7,Vitaly Janelt,,Brentford,27,184cm,10-05-1998,Germany,Defensive Midfielder (C),6.26,6.52,6.01,6.1,6.31,7.52,6.52,6.13,7.02,6.53
0,229562,2022/2023,Brentford,EPL,36,3154,0,,4,0,0.6,74.9,6.63,1.5,,0.9,0.3,1.8,0.5,6.63,0.6,0.7,1,0.1,1.1,1.4,26.5,0.6,1.2,Rico Henry,,Brentford,3,170cm,08-07-1997,England,"Defender (Left), Midfielder (Left)",5.91,6.46,7.14,6.29,6.37,6.65,6.07,6.23,7.18,7.29
1,229562,2021/2022,Brentford,EPL,33(1),2784,3,,2,0,0.4,74.4,6.54,0.8,,0.6,0.1,1.6,0.6,6.54,0.5,0.8,0.8,0,1,1.2,30.1,0.6,1,Rico Henry,,Brentford,3,170cm,08-07-1997,England,"Defender (Left), Midfielder (Left)",5.91,6.46,7.14,6.29,6.37,6.65,6.07,6.23,7.18,7.29
0,121123,2022/2023,Brentford,EPL,9(3),725,1,,0,0,0.3,80,6.58,0.4,,0.2,0.3,3.2,0.2,6.58,0,0.2,0.1,0.1,0.1,0.2,26.3,0,1.2,Pontus Jansson,,Brentford,18,194cm,13-02-1991,Sweden,Defender (Centre),6.16,6.94,6.37,6.98,6.11,6.2,6,7.51,6.46,6.69
1,121123,2021/2022,Brentford,EPL,37,3322,3,,7,0,0.6,80.9,6.76,1.1,,0.4,0.6,5,0.3,6.76,0.1,0.1,0.2,0.1,0.1,0.3,40.2,0,1,Pontus Jansson,,Brentford,18,194cm,13-02-1991,Sweden,Defender (Centre),6.16,6.94,6.37,6.98,6.11,6.2,6,7.51,6.46,6.69
0,296240,2022/2023,Brentford,EPL,15(22),1512,7,,2,0,0.9,73.2,6.51,0.4,,0.5,0,0.4,0.2,6.51,0.4,0.5,0.6,0.5,0.7,1.1,8.5,0,0.2,Yoane Wissa,,Brentford,11,176cm,03-09-1996,DR Congo,"Attacking Midfielder (Left), Forward",6.03,6.08,6.11,6.05,5.87,6.28,6.3,6,8.03,8.22
1,296240,2021/2022,Brentford,EPL,12(18),1275,7,,0,0,1.1,68.1,6.52,0.4,,0.3,0,0.2,0.5,6.52,0.3,0.6,0.7,0.2,0.2,1.1,9.1,0,0.2,Yoane Wissa,,Brentford,11,176cm,03-09-1996,DR Congo,"Attacking Midfielder (Left), Forward",6.03,6.08,6.11,6.05,5.87,6.28,6.3,6,8.03,8.22
0,407260,2022/2023,Brentford,EPL,7(10),708,0,,2,0,0.7,62.8,6.46,0.7,,0.8,0,0.2,0.3,6.46,0.5,0.7,0.5,0.4,0.5,1.4,8.7,0.2,0,Kevin Schade,,Brentford,20,183cm,27-11-2001,Germany,"Attacking Midfielder (Left, Right)",5.9,6.48,6.91,6,6.95,5.99,6.32,5.92,7.21,6.81
0,329554,2022/2023,Brentford,EPL,12(7),1102,0,,0,0,0.2,65.3,6.45,1.2,,0.2,0.1,1.7,0.8,6.45,0.4,0.2,0.2,0,0.5,0.7,13.6,0.3,0.6,Mads Roerslev,,Brentford,30,184cm,24-06-1999,Denmark,"Defender (Right), Midfielder (Right)",N/A,6.47,7.27,6.65,6.78,6.01,6.55,6.49,6.52,6.05
1,329554,2021/2022,Brentford,EPL,12(9),1235,1,,1,0,0.2,67,6.27,1.1,,0.9,0.1,1.2,0.9,6.27,0.3,0.2,0.4,0.1,0.2,0.4,14.1,0.4,0.5,Mads Roerslev,,Brentford,30,184cm,24-06-1999,Denmark,"Defender (Right), Midfielder (Right)",N/A,6.47,7.27,6.65,6.78,6.01,6.55,6.49,6.52,6.05
0,402367,2022/2023,Brentford,EPL,22(3),1861,0,,7,0,0.4,84.7,6.45,1.5,,0.8,0.2,0.8,0.5,6.45,0.2,0.6,1.4,0,0.5,0.6,28.4,0.2,1.1,Aaron Hickey,,Brentford,2,178cm,10-06-2002,Scotland,"Defender (Left, Right), Midfielder (Left, Right)",5.66,6.08,6.16,5.94,6.51,6.03,6.46,6.02,7.05,6.85
0,318744,2022/2023,Brentford,EPL,14(21),1364,4,,1,0,0.5,83,6.45,0.5,,0.4,0,0.2,0.3,6.45,0.3,0.9,0.7,0,0.8,0.8,16,0.2,0.5,Josh Dasilva,,Brentford,10,184cm,23-10-1998,England,Midfielder (Centre),6.31,5.52,6.19,6.25,5.75,6.16,7.98,6.1,6.05,5.98
1,318744,2021/2022,Brentford,EPL,2(7),252,0,,0,1,0.1,82.8,6.14,0.2,,0.4,0,0.7,0.1,6.14,0.3,0.8,0.3,0,0.6,0.6,9.7,0.1,0.1,Josh Dasilva,,Brentford,10,184cm,23-10-1998,England,Midfielder (Centre),6.31,5.52,6.19,6.25,5.75,6.16,7.98,6.1,6.05,5.98
0,321085,2022/2023,Brentford,EPL,9,766,0,,0,0,0.1,76.2,6.37,1.2,,0.6,0,1.9,0.8,6.37,0.1,0.1,0.9,0,0.9,0.3,32.7,0.1,2,Kristoffer Ajer,,Brentford,20,198cm,17-04-1998,Norway,"Defender (Centre, Right), Defensive Midfielder (C)",6.41,6.58,5.74,6.94,5.73,6.25,N/A,6.78,6.8,6.87
1,321085,2021/2022,Brentford,EPL,23(1),1987,1,,5,0,0.3,69.7,6.73,1.2,,0.5,0.4,3,0.3,6.73,0.3,0.5,0.7,0,0.3,1,30.1,0.1,1.3,Kristoffer Ajer,,Brentford,20,198cm,17-04-1998,Norway,"Defender (Centre, Right), Defensive Midfielder (C)",6.41,6.58,5.74,6.94,5.73,6.25,N/A,6.78,6.8,6.87
0,404109,2022/2023,Brentford,EPL,7(13),764,0,,0,0,0.4,75,6.36,0.9,,0.8,0,0.8,0.7,6.36,0.4,0.4,1.3,0.1,0.5,0.6,11.6,0,0.3,Frank Onyeka,,Brentford,15,183cm,01-01-1998,Nigeria,Defensive Midfielder (C),6.02,6.39,N/A,N/A,6.15,6.38,6.78,6.42,6.82,6.5
1,404109,2021/2022,Brentford,EPL,12(8),1051,0,,4,0,0.8,80.2,6.37,1.3,,1.7,0,0.7,1,6.37,0.2,0.6,1.3,0,0.7,1.1,15.7,0.1,0.6,Frank Onyeka,,Brentford,15,183cm,01-01-1998,Nigeria,Defensive Midfielder (C),6.02,6.39,N/A,N/A,6.15,6.38,6.78,6.42,6.82,6.5
0,401168,2022/2023,Brentford,EPL,8(17),912,0,,3,0,0.5,72.2,6.34,1.2,,0.5,0,0.4,1.1,6.34,0.4,0.3,0.4,0,0.2,0.5,13.8,0.2,0.4,Mikkel Damsgaard,,Brentford,24,180cm,03-07-2000,Denmark,"Attacking Midfielder (Centre, Left)",7,6.3,6.16,6.17,5.95,6.26,6.19,6.07,7.19,6.55
0,29026,2022/2023,Brentford,EPL,10(7),1008,0,,1,0,0.2,80.2,6.33,0.9,,0.4,0.2,2.2,0.5,6.33,0.1,0,0.2,0.1,0.1,0.1,23.8,0,0.7,Zanka,,Brentford,13,191cm,23-04-1990,Denmark,Defender (Centre),7.31,6.26,7.32,6.38,6.11,6.02,5.98,6.57,6.32,6.3
1,29026,2021/2022,Brentford,EPL,6(2),517,1,,2,0,0.3,80.7,6.47,1.3,,1.3,0,1.6,0.4,6.47,0.4,0,0.1,0,0.4,0.1,33.6,0.3,1.9,Zanka,,Brentford,13,191cm,23-04-1990,Denmark,Defender (Centre),7.31,6.26,7.32,6.38,6.11,6.02,5.98,6.57,6.32,6.3
2,29026,2018/2019,Huddersfield,EPL,24,2148,3,,6,0,0.3,82.1,6.77,2,,1.4,0.5,3.4,0.8,6.77,0.3,0.1,0.6,0,0.3,0.3,48.9,0,2.9,Zanka,,Brentford,13,191cm,23-04-1990,Denmark,Defender (Centre),7.31,6.26,7.32,6.38,6.11,6.02,5.98,6.57,6.32,6.3
3,29026,2017/2018,Huddersfield,EPL,38,3420,0,,6,0,0.3,76.7,6.71,1.4,,1.2,0.8,6.3,0.7,6.71,0.2,0.1,0.2,0.1,0,0.3,41.1,0,2.7,Zanka,,Brentford,13,191cm,23-04-1990,Denmark,Defender (Centre),7.31,6.26,7.32,6.38,6.11,6.02,5.98,6.57,6.32,6.3
0,368512,2022/2023,Brentford,EPL,3(7),318,0,,0,0,0.7,60.5,6.25,0.1,,0.1,0,0.2,0,6.25,0.5,0.4,0.4,0.1,0.8,1.1,7.6,0.1,0,Keane Lewis-Potter,,Brentford,23,170cm,22-02-2001,England,"Attacking Midfielder (Centre, Left, Right), Forward",6.61,5.79,6.6,6.54,6,6.71,6.21,N/A,6.04,6.22
0,362124,2022/2023,Brentford,EPL,4(18),597,0,,1,1,0.2,86,6.23,0.7,,0.5,0,0.5,0.4,6.23,0.5,0.3,0.5,0,0.4,0.7,12.7,0.2,0.6,Shandon Baptiste,,Brentford,26,175cm,08-04-1998,Grenada,Attacking Midfielder (Centre),6.13,4.78,6.74,5.94,6,6.92,6.23,6.22,6.09,6.3
1,362124,2021/2022,Brentford,EPL,9(13),905,1,,0,1,0.5,85.2,6.32,0.6,,0.3,0,0.5,0.4,6.32,0.4,0.9,0.5,0,0.5,1,13.5,0,0.4,Shandon Baptiste,,Brentford,26,175cm,08-04-1998,Grenada,Attacking Midfielder (Centre),6.13,4.78,6.74,5.94,6,6.92,6.23,6.22,6.09,6.3
0,320575,2022/2023,Brentford,EPL,0(14),125,0,,0,0,0.1,77.9,6.14,0.1,,0.1,0.1,0.1,0.1,6.14,0.3,0,0.2,0,0.1,0.2,4.9,0.2,0.1,Saman Ghoddos,,Brentford,14,176cm,06-09-1993,Iran,"Midfielder (Centre, Left, Right), Forward",5.97,6.21,6.46,6.19,N/A,6.13,6.11,6.2,6.38,6.19
1,320575,2021/2022,Brentford,EPL,4(13),528,1,,2,0,0.5,71.6,6.46,1,,0.7,0.1,0.6,0.4,6.46,0.4,0.3,0.6,0,0.2,0.8,11.2,0.2,0.5,Saman Ghoddos,,Brentford,14,176cm,06-09-1993,Iran,"Midfielder (Centre, Left, Right), Forward",5.97,6.21,6.46,6.19,N/A,6.13,6.11,6.2,6.38,6.19
0,295964,2022/2023,Brentford,EPL,0(5),73,0,,0,0,0.2,56.8,6.11,0,,0.6,0.2,0.2,0.4,6.11,0.2,0.8,0.6,0,0,0,7.4,0,0.2,Sergi Canós,,Olympiacos,,177cm,02-02-1997,Spain,"Midfielder (Left, Right)",5.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,295964,2021/2022,Brentford,EPL,25(6),2094,3,,6,1,1.1,62.9,6.49,1.8,,0.9,0.1,1.1,0.9,6.49,0.5,0.7,0.5,0.2,0.8,1.5,21.5,0.5,0.9,Sergi Canós,,Olympiacos,,177cm,02-02-1997,Spain,"Midfielder (Left, Right)",5.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,295964,2015/2016,Liverpool,EPL,0(1),9,0,,0,0,0,80,6.16,1,,1,0,0,0,6.16,0,0,0,0,0,0,5,0,0,Sergi Canós,,Olympiacos,,177cm,02-02-1997,Spain,"Midfielder (Left, Right)",5.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,346304,2022/2023,Brentford,EPL,0(4),19,0,,0,0,0,85.7,6.10,0,,0,0,0.3,0,6.10,0,0,0,0,0,0,1.8,0,0.3,Mads Bech Sørensen,,FC Groningen,29,189cm,07-01-1999,Denmark,"Defender (Centre, Left)",5.81,6.5,6.02,6.21,6.39,5.94,6.19,6.59,6.2,5.17
1,346304,2021/2022,Brentford,EPL,9(2),834,0,,3,0,0.2,81.4,6.27,0.7,,0.7,0.2,2.2,0.1,6.27,0.6,0,0.4,0,0,0.2,39.2,0.3,1.7,Mads Bech Sørensen,,FC Groningen,29,189cm,07-01-1999,Denmark,"Defender (Centre, Left)",5.81,6.5,6.02,6.21,6.39,5.94,6.19,6.59,6.2,5.17
0,357083,2022/2023,Brentford,EPL,0(1),7,0,,0,0,1,0,6.03,0,,0,0,0,1,6.03,0,0,0,0,1,0,0,0,0,Halil Dervisoglu,,Burnley,30,183cm,08-12-1999,Turkey,"Attacking Midfielder (Centre), Forward",6.78,6.44,6.31,6.2,7.32,6.01,6,N/A,6.04,6.26
